timestep,decision,prb_decision,policy_decision
58,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
59,"(6, 9, 35, 1, 1, 0)","[6, 9, 35]","[1, 1, 0]"
60,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
61,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
62,"(18, 9, 23, 0, 1, 0)","[18, 9, 23]","[0, 1, 0]"
63,"(6, 9, 35, 1, 1, 1)","[6, 9, 35]","[1, 1, 1]"
64,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
65,"(18, 9, 23, 2, 0, 2)","[18, 9, 23]","[2, 0, 2]"
66,"(6, 9, 35, 1, 1, 1)","[6, 9, 35]","[1, 1, 1]"
67,"(18, 9, 23, 0, 1, 0)","[18, 9, 23]","[0, 1, 0]"
68,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
69,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
70,"(18, 9, 23, 0, 1, 0)","[18, 9, 23]","[0, 1, 0]"
71,"(6, 9, 35, 1, 1, 1)","[6, 9, 35]","[1, 1, 1]"
72,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
73,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
74,"(6, 9, 35, 1, 1, 0)","[6, 9, 35]","[1, 1, 0]"
75,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
76,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
77,"(24, 15, 11, 2, 1, 0)","[24, 15, 11]","[2, 1, 0]"
78,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
79,"(18, 9, 23, 0, 1, 0)","[18, 9, 23]","[0, 1, 0]"
80,"(6, 9, 35, 1, 1, 1)","[6, 9, 35]","[1, 1, 1]"
81,"(18, 9, 23, 0, 1, 0)","[18, 9, 23]","[0, 1, 0]"
82,"(18, 9, 23, 0, 1, 0)","[18, 9, 23]","[0, 1, 0]"
83,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
84,"(18, 9, 23, 0, 1, 0)","[18, 9, 23]","[0, 1, 0]"
85,"(18, 9, 23, 0, 1, 0)","[18, 9, 23]","[0, 1, 0]"
86,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
87,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
88,"(6, 9, 35, 1, 1, 1)","[6, 9, 35]","[1, 1, 1]"
89,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
90,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
91,"(6, 9, 35, 1, 1, 1)","[6, 9, 35]","[1, 1, 1]"
92,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
93,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
94,"(6, 9, 35, 1, 1, 1)","[6, 9, 35]","[1, 1, 1]"
95,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
96,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
97,"(6, 9, 35, 1, 1, 1)","[6, 9, 35]","[1, 1, 1]"
98,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
99,"(18, 9, 23, 0, 1, 0)","[18, 9, 23]","[0, 1, 0]"
100,"(18, 9, 23, 0, 1, 0)","[18, 9, 23]","[0, 1, 0]"
101,"(6, 9, 35, 1, 1, 1)","[6, 9, 35]","[1, 1, 1]"
102,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
103,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
104,"(18, 9, 23, 0, 1, 0)","[18, 9, 23]","[0, 1, 0]"
105,"(18, 9, 23, 0, 1, 0)","[18, 9, 23]","[0, 1, 0]"
106,"(18, 9, 23, 0, 1, 0)","[18, 9, 23]","[0, 1, 0]"
107,"(6, 9, 35, 1, 1, 1)","[6, 9, 35]","[1, 1, 1]"
108,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
109,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
110,"(18, 9, 23, 0, 1, 0)","[18, 9, 23]","[0, 1, 0]"
111,"(6, 9, 35, 1, 1, 1)","[6, 9, 35]","[1, 1, 1]"
112,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
113,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
114,"(6, 9, 35, 1, 1, 0)","[6, 9, 35]","[1, 1, 0]"
115,"(18, 9, 23, 2, 0, 2)","[18, 9, 23]","[2, 0, 2]"
116,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
117,"(18, 9, 23, 0, 1, 0)","[18, 9, 23]","[0, 1, 0]"
118,"(18, 9, 23, 2, 0, 2)","[18, 9, 23]","[2, 0, 2]"
119,"(6, 9, 35, 1, 1, 0)","[6, 9, 35]","[1, 1, 0]"
120,"(18, 9, 23, 2, 0, 2)","[18, 9, 23]","[2, 0, 2]"
121,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
122,"(6, 9, 35, 1, 1, 1)","[6, 9, 35]","[1, 1, 1]"
123,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
124,"(18, 9, 23, 2, 0, 2)","[18, 9, 23]","[2, 0, 2]"
125,"(6, 9, 35, 1, 1, 1)","[6, 9, 35]","[1, 1, 1]"
126,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
127,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
128,"(24, 15, 11, 2, 1, 0)","[24, 15, 11]","[2, 1, 0]"
129,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
130,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
131,"(18, 9, 23, 0, 1, 0)","[18, 9, 23]","[0, 1, 0]"
132,"(18, 9, 23, 0, 1, 0)","[18, 9, 23]","[0, 1, 0]"
133,"(6, 9, 35, 1, 1, 1)","[6, 9, 35]","[1, 1, 1]"
134,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
135,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
136,"(6, 9, 35, 1, 1, 1)","[6, 9, 35]","[1, 1, 1]"
137,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
138,"(18, 9, 23, 0, 1, 0)","[18, 9, 23]","[0, 1, 0]"
139,"(6, 9, 35, 1, 1, 1)","[6, 9, 35]","[1, 1, 1]"
140,"(18, 9, 23, 0, 1, 0)","[18, 9, 23]","[0, 1, 0]"
141,"(18, 9, 23, 0, 1, 0)","[18, 9, 23]","[0, 1, 0]"
142,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
143,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
144,"(6, 9, 35, 1, 1, 1)","[6, 9, 35]","[1, 1, 1]"
145,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
146,"(12, 15, 23, 1, 1, 0)","[12, 15, 23]","[1, 1, 0]"
147,"(6, 9, 35, 1, 1, 1)","[6, 9, 35]","[1, 1, 1]"
148,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
149,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
150,"(6, 9, 35, 1, 1, 1)","[6, 9, 35]","[1, 1, 1]"
151,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
152,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
153,"(6, 9, 35, 1, 1, 1)","[6, 9, 35]","[1, 1, 1]"
154,"(18, 9, 23, 0, 1, 0)","[18, 9, 23]","[0, 1, 0]"
155,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
156,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
157,"(6, 9, 35, 1, 1, 1)","[6, 9, 35]","[1, 1, 1]"
158,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
159,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
160,"(6, 9, 35, 1, 1, 1)","[6, 9, 35]","[1, 1, 1]"
161,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
162,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
163,"(6, 9, 35, 1, 1, 0)","[6, 9, 35]","[1, 1, 0]"
164,"(18, 9, 23, 0, 1, 0)","[18, 9, 23]","[0, 1, 0]"
165,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
166,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
167,"(18, 9, 23, 0, 1, 0)","[18, 9, 23]","[0, 1, 0]"
168,"(6, 9, 35, 1, 1, 1)","[6, 9, 35]","[1, 1, 1]"
169,"(18, 9, 23, 0, 1, 0)","[18, 9, 23]","[0, 1, 0]"
170,"(6, 9, 35, 1, 1, 1)","[6, 9, 35]","[1, 1, 1]"
171,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
172,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
173,"(6, 9, 35, 1, 1, 1)","[6, 9, 35]","[1, 1, 1]"
174,"(18, 9, 23, 2, 0, 2)","[18, 9, 23]","[2, 0, 2]"
175,"(18, 9, 23, 2, 0, 2)","[18, 9, 23]","[2, 0, 2]"
176,"(18, 9, 23, 2, 0, 2)","[18, 9, 23]","[2, 0, 2]"
177,"(6, 9, 35, 1, 1, 1)","[6, 9, 35]","[1, 1, 1]"
178,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
179,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
180,"(6, 9, 35, 1, 1, 1)","[6, 9, 35]","[1, 1, 1]"
181,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
182,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
183,"(6, 9, 35, 1, 1, 0)","[6, 9, 35]","[1, 1, 0]"
184,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
185,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
186,"(24, 15, 11, 2, 1, 0)","[24, 15, 11]","[2, 1, 0]"
187,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
188,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
189,"(18, 9, 23, 2, 0, 2)","[18, 9, 23]","[2, 0, 2]"
190,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
191,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
192,"(6, 9, 35, 1, 1, 1)","[6, 9, 35]","[1, 1, 1]"
193,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
194,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
195,"(6, 9, 35, 1, 1, 0)","[6, 9, 35]","[1, 1, 0]"
196,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
197,"(18, 9, 23, 0, 1, 0)","[18, 9, 23]","[0, 1, 0]"
198,"(6, 9, 35, 1, 1, 0)","[6, 9, 35]","[1, 1, 0]"
199,"(18, 9, 23, 0, 1, 0)","[18, 9, 23]","[0, 1, 0]"
200,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
201,"(6, 9, 35, 1, 1, 1)","[6, 9, 35]","[1, 1, 1]"
202,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
203,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
204,"(6, 9, 35, 1, 1, 1)","[6, 9, 35]","[1, 1, 1]"
205,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
206,"(18, 9, 23, 2, 0, 2)","[18, 9, 23]","[2, 0, 2]"
207,"(18, 9, 23, 2, 0, 2)","[18, 9, 23]","[2, 0, 2]"
208,"(6, 9, 35, 1, 1, 1)","[6, 9, 35]","[1, 1, 1]"
209,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
210,"(18, 9, 23, 0, 1, 0)","[18, 9, 23]","[0, 1, 0]"
211,"(18, 9, 23, 0, 1, 0)","[18, 9, 23]","[0, 1, 0]"
212,"(6, 9, 35, 1, 1, 1)","[6, 9, 35]","[1, 1, 1]"
213,"(18, 9, 23, 2, 0, 2)","[18, 9, 23]","[2, 0, 2]"
214,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
215,"(6, 9, 35, 1, 1, 1)","[6, 9, 35]","[1, 1, 1]"
216,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
217,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
218,"(6, 9, 35, 1, 1, 1)","[6, 9, 35]","[1, 1, 1]"
219,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
220,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
221,"(6, 9, 35, 1, 1, 0)","[6, 9, 35]","[1, 1, 0]"
222,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
223,"(18, 9, 23, 0, 1, 0)","[18, 9, 23]","[0, 1, 0]"
224,"(18, 9, 23, 0, 1, 0)","[18, 9, 23]","[0, 1, 0]"
225,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
226,"(6, 9, 35, 1, 1, 1)","[6, 9, 35]","[1, 1, 1]"
227,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
228,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
229,"(12, 15, 23, 2, 0, 0)","[12, 15, 23]","[2, 0, 0]"
230,"(6, 9, 35, 1, 1, 1)","[6, 9, 35]","[1, 1, 1]"
231,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
232,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
233,"(18, 9, 23, 0, 1, 0)","[18, 9, 23]","[0, 1, 0]"
234,"(18, 9, 23, 2, 0, 2)","[18, 9, 23]","[2, 0, 2]"
235,"(6, 9, 35, 1, 1, 1)","[6, 9, 35]","[1, 1, 1]"
236,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
237,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
238,"(18, 9, 23, 2, 0, 2)","[18, 9, 23]","[2, 0, 2]"
239,"(6, 9, 35, 1, 1, 1)","[6, 9, 35]","[1, 1, 1]"
240,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
241,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
242,"(18, 9, 23, 2, 0, 2)","[18, 9, 23]","[2, 0, 2]"
243,"(24, 15, 11, 2, 1, 0)","[24, 15, 11]","[2, 1, 0]"
244,"(18, 9, 23, 0, 1, 0)","[18, 9, 23]","[0, 1, 0]"
245,"(18, 9, 23, 0, 1, 0)","[18, 9, 23]","[0, 1, 0]"
246,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
247,"(6, 9, 35, 1, 1, 1)","[6, 9, 35]","[1, 1, 1]"
248,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
249,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
250,"(6, 9, 35, 1, 1, 1)","[6, 9, 35]","[1, 1, 1]"
251,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
252,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
253,"(6, 9, 35, 1, 1, 1)","[6, 9, 35]","[1, 1, 1]"
254,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
255,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
256,"(6, 9, 35, 1, 1, 1)","[6, 9, 35]","[1, 1, 1]"
257,"(18, 9, 23, 2, 0, 2)","[18, 9, 23]","[2, 0, 2]"
258,"(18, 9, 23, 0, 1, 0)","[18, 9, 23]","[0, 1, 0]"
259,"(6, 9, 35, 1, 1, 1)","[6, 9, 35]","[1, 1, 1]"
260,"(18, 9, 23, 2, 0, 2)","[18, 9, 23]","[2, 0, 2]"
261,"(18, 9, 23, 0, 1, 0)","[18, 9, 23]","[0, 1, 0]"
262,"(6, 9, 35, 1, 1, 1)","[6, 9, 35]","[1, 1, 1]"
263,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
264,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
265,"(6, 9, 35, 1, 1, 1)","[6, 9, 35]","[1, 1, 1]"
266,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
267,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
268,"(6, 9, 35, 1, 1, 1)","[6, 9, 35]","[1, 1, 1]"
269,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
270,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
271,"(6, 9, 35, 1, 1, 1)","[6, 9, 35]","[1, 1, 1]"
272,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
273,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
274,"(18, 9, 23, 0, 1, 0)","[18, 9, 23]","[0, 1, 0]"
275,"(6, 9, 35, 1, 1, 1)","[6, 9, 35]","[1, 1, 1]"
276,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
277,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
278,"(6, 9, 35, 1, 1, 1)","[6, 9, 35]","[1, 1, 1]"
279,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
280,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
281,"(6, 9, 35, 1, 1, 1)","[6, 9, 35]","[1, 1, 1]"
282,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
283,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
284,"(6, 9, 35, 1, 1, 1)","[6, 9, 35]","[1, 1, 1]"
285,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
286,"(18, 9, 23, 2, 0, 2)","[18, 9, 23]","[2, 0, 2]"
287,"(6, 9, 35, 1, 1, 1)","[6, 9, 35]","[1, 1, 1]"
288,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
289,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
290,"(6, 9, 35, 1, 1, 1)","[6, 9, 35]","[1, 1, 1]"
291,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
292,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
293,"(6, 9, 35, 1, 1, 1)","[6, 9, 35]","[1, 1, 1]"
294,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
295,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
296,"(6, 9, 35, 1, 1, 1)","[6, 9, 35]","[1, 1, 1]"
297,"(18, 9, 23, 2, 0, 2)","[18, 9, 23]","[2, 0, 2]"
298,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
299,"(6, 9, 35, 1, 1, 1)","[6, 9, 35]","[1, 1, 1]"
300,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
301,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
302,"(18, 9, 23, 2, 0, 2)","[18, 9, 23]","[2, 0, 2]"
303,"(6, 9, 35, 1, 1, 0)","[6, 9, 35]","[1, 1, 0]"
304,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
305,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
306,"(6, 9, 35, 1, 1, 1)","[6, 9, 35]","[1, 1, 1]"
307,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
308,"(18, 9, 23, 0, 1, 0)","[18, 9, 23]","[0, 1, 0]"
309,"(6, 9, 35, 1, 1, 1)","[6, 9, 35]","[1, 1, 1]"
310,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
311,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
312,"(6, 9, 35, 1, 1, 1)","[6, 9, 35]","[1, 1, 1]"
313,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
314,"(18, 9, 23, 0, 1, 0)","[18, 9, 23]","[0, 1, 0]"
315,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
316,"(12, 15, 23, 2, 0, 0)","[12, 15, 23]","[2, 0, 0]"
317,"(18, 9, 23, 2, 0, 2)","[18, 9, 23]","[2, 0, 2]"
318,"(6, 9, 35, 1, 1, 0)","[6, 9, 35]","[1, 1, 0]"
319,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
320,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
321,"(18, 9, 23, 2, 0, 2)","[18, 9, 23]","[2, 0, 2]"
322,"(6, 9, 35, 1, 1, 0)","[6, 9, 35]","[1, 1, 0]"
323,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
324,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
