timestep,decision,prb_decision,policy_decision
44,"(36, 9, 5, 2, 2, 2)","[36, 9, 5]","[2, 2, 2]"
45,"(36, 9, 5, 2, 2, 2)","[36, 9, 5]","[2, 2, 2]"
46,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
47,"(36, 9, 5, 2, 2, 2)","[36, 9, 5]","[2, 2, 2]"
48,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
49,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
50,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
51,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
52,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
53,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
54,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
55,"(36, 9, 5, 2, 2, 2)","[36, 9, 5]","[2, 2, 2]"
56,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
57,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
58,"(36, 9, 5, 2, 2, 2)","[36, 9, 5]","[2, 2, 2]"
59,"(36, 9, 5, 2, 2, 2)","[36, 9, 5]","[2, 2, 2]"
60,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
61,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
62,"(36, 9, 5, 2, 2, 2)","[36, 9, 5]","[2, 2, 2]"
63,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
64,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
65,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
66,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
67,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
68,"(36, 9, 5, 2, 2, 2)","[36, 9, 5]","[2, 2, 2]"
69,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
70,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
71,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
72,"(36, 9, 5, 2, 2, 2)","[36, 9, 5]","[2, 2, 2]"
73,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
74,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
75,"(36, 9, 5, 2, 2, 2)","[36, 9, 5]","[2, 2, 2]"
76,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
77,"(36, 9, 5, 2, 2, 2)","[36, 9, 5]","[2, 2, 2]"
78,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
79,"(36, 9, 5, 2, 2, 2)","[36, 9, 5]","[2, 2, 2]"
80,"(36, 9, 5, 2, 2, 2)","[36, 9, 5]","[2, 2, 2]"
81,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
82,"(36, 9, 5, 2, 2, 2)","[36, 9, 5]","[2, 2, 2]"
83,"(36, 9, 5, 2, 2, 2)","[36, 9, 5]","[2, 2, 2]"
84,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
85,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
86,"(36, 9, 5, 2, 2, 2)","[36, 9, 5]","[2, 2, 2]"
87,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
88,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
89,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
90,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
91,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
92,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
93,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
94,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
95,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
96,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
97,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
98,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
99,"(36, 9, 5, 2, 2, 2)","[36, 9, 5]","[2, 2, 2]"
100,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
101,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
102,"(36, 9, 5, 2, 2, 2)","[36, 9, 5]","[2, 2, 2]"
103,"(36, 9, 5, 2, 2, 2)","[36, 9, 5]","[2, 2, 2]"
104,"(36, 9, 5, 2, 2, 2)","[36, 9, 5]","[2, 2, 2]"
105,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
106,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
107,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
108,"(36, 9, 5, 2, 2, 2)","[36, 9, 5]","[2, 2, 2]"
109,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
110,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
111,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
112,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
113,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
114,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
115,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
116,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
117,"(36, 9, 5, 2, 2, 2)","[36, 9, 5]","[2, 2, 2]"
118,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
119,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
120,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
121,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
122,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
123,"(36, 9, 5, 2, 2, 2)","[36, 9, 5]","[2, 2, 2]"
124,"(36, 9, 5, 2, 2, 2)","[36, 9, 5]","[2, 2, 2]"
125,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
126,"(36, 9, 5, 2, 2, 2)","[36, 9, 5]","[2, 2, 2]"
127,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
128,"(36, 3, 11, 1, 2, 2)","[36, 3, 11]","[1, 2, 2]"
129,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
130,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
131,"(36, 9, 5, 2, 2, 2)","[36, 9, 5]","[2, 2, 2]"
132,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
133,"(36, 9, 5, 2, 2, 2)","[36, 9, 5]","[2, 2, 2]"
134,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
135,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
136,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
137,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
138,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
139,"(36, 9, 5, 2, 2, 2)","[36, 9, 5]","[2, 2, 2]"
140,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
141,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
142,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
143,"(36, 9, 5, 2, 2, 2)","[36, 9, 5]","[2, 2, 2]"
144,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
145,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
146,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
147,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
148,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
149,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
150,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
151,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
152,"(36, 9, 5, 2, 2, 2)","[36, 9, 5]","[2, 2, 2]"
153,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
154,"(36, 9, 5, 2, 2, 2)","[36, 9, 5]","[2, 2, 2]"
155,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
156,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
157,"(36, 9, 5, 2, 2, 2)","[36, 9, 5]","[2, 2, 2]"
158,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
159,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
160,"(36, 9, 5, 2, 2, 2)","[36, 9, 5]","[2, 2, 2]"
161,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
162,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
163,"(36, 9, 5, 2, 2, 2)","[36, 9, 5]","[2, 2, 2]"
164,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
165,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
166,"(36, 9, 5, 2, 2, 2)","[36, 9, 5]","[2, 2, 2]"
167,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
168,"(36, 9, 5, 2, 2, 2)","[36, 9, 5]","[2, 2, 2]"
169,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
170,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
171,"(36, 9, 5, 2, 2, 2)","[36, 9, 5]","[2, 2, 2]"
172,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
173,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
174,"(36, 9, 5, 2, 2, 2)","[36, 9, 5]","[2, 2, 2]"
175,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
176,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
177,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
178,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
179,"(36, 9, 5, 2, 2, 2)","[36, 9, 5]","[2, 2, 2]"
180,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
181,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
182,"(36, 9, 5, 2, 2, 2)","[36, 9, 5]","[2, 2, 2]"
183,"(36, 3, 11, 1, 2, 2)","[36, 3, 11]","[1, 2, 2]"
184,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
185,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
186,"(36, 9, 5, 2, 2, 2)","[36, 9, 5]","[2, 2, 2]"
187,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
188,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
189,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
190,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
191,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
192,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
193,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
194,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
195,"(36, 9, 5, 2, 2, 2)","[36, 9, 5]","[2, 2, 2]"
196,"(36, 9, 5, 2, 2, 2)","[36, 9, 5]","[2, 2, 2]"
197,"(36, 9, 5, 2, 2, 2)","[36, 9, 5]","[2, 2, 2]"
198,"(36, 9, 5, 2, 2, 2)","[36, 9, 5]","[2, 2, 2]"
199,"(36, 9, 5, 2, 2, 2)","[36, 9, 5]","[2, 2, 2]"
200,"(36, 9, 5, 2, 2, 2)","[36, 9, 5]","[2, 2, 2]"
201,"(36, 9, 5, 2, 2, 2)","[36, 9, 5]","[2, 2, 2]"
202,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
203,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
204,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
205,"(36, 9, 5, 2, 2, 2)","[36, 9, 5]","[2, 2, 2]"
206,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
207,"(36, 9, 5, 2, 2, 2)","[36, 9, 5]","[2, 2, 2]"
208,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
209,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
210,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
211,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
212,"(36, 9, 5, 2, 2, 2)","[36, 9, 5]","[2, 2, 2]"
213,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
214,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
215,"(36, 9, 5, 2, 2, 2)","[36, 9, 5]","[2, 2, 2]"
216,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
217,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
218,"(36, 3, 11, 1, 2, 2)","[36, 3, 11]","[1, 2, 2]"
219,"(36, 9, 5, 2, 2, 2)","[36, 9, 5]","[2, 2, 2]"
220,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
221,"(36, 9, 5, 2, 2, 2)","[36, 9, 5]","[2, 2, 2]"
222,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
223,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
224,"(36, 9, 5, 2, 2, 2)","[36, 9, 5]","[2, 2, 2]"
225,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
226,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
227,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
228,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
229,"(36, 9, 5, 2, 2, 2)","[36, 9, 5]","[2, 2, 2]"
230,"(36, 3, 11, 1, 2, 2)","[36, 3, 11]","[1, 2, 2]"
231,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
232,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
233,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
234,"(36, 9, 5, 2, 2, 2)","[36, 9, 5]","[2, 2, 2]"
235,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
236,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
237,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
238,"(36, 9, 5, 2, 2, 2)","[36, 9, 5]","[2, 2, 2]"
239,"(36, 9, 5, 2, 2, 2)","[36, 9, 5]","[2, 2, 2]"
240,"(36, 9, 5, 2, 2, 2)","[36, 9, 5]","[2, 2, 2]"
241,"(36, 9, 5, 2, 2, 2)","[36, 9, 5]","[2, 2, 2]"
242,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
243,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
244,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
245,"(36, 9, 5, 2, 2, 2)","[36, 9, 5]","[2, 2, 2]"
246,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
247,"(36, 9, 5, 2, 2, 2)","[36, 9, 5]","[2, 2, 2]"
248,"(36, 9, 5, 2, 2, 2)","[36, 9, 5]","[2, 2, 2]"
249,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
250,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
251,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
252,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
253,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
254,"(36, 9, 5, 2, 2, 2)","[36, 9, 5]","[2, 2, 2]"
255,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
256,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
257,"(36, 9, 5, 2, 2, 2)","[36, 9, 5]","[2, 2, 2]"
258,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
259,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
260,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
261,"(36, 9, 5, 2, 2, 2)","[36, 9, 5]","[2, 2, 2]"
262,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
263,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
264,"(36, 9, 5, 2, 2, 2)","[36, 9, 5]","[2, 2, 2]"
265,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
266,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
267,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
268,"(36, 9, 5, 2, 2, 2)","[36, 9, 5]","[2, 2, 2]"
269,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
270,"(36, 9, 5, 2, 2, 2)","[36, 9, 5]","[2, 2, 2]"
271,"(36, 9, 5, 2, 2, 2)","[36, 9, 5]","[2, 2, 2]"
272,"(36, 9, 5, 2, 2, 2)","[36, 9, 5]","[2, 2, 2]"
273,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
274,"(36, 9, 5, 2, 2, 2)","[36, 9, 5]","[2, 2, 2]"
275,"(36, 9, 5, 2, 2, 2)","[36, 9, 5]","[2, 2, 2]"
276,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
277,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
278,"(36, 9, 5, 2, 2, 2)","[36, 9, 5]","[2, 2, 2]"
279,"(36, 9, 5, 2, 2, 2)","[36, 9, 5]","[2, 2, 2]"
280,"(36, 9, 5, 2, 2, 2)","[36, 9, 5]","[2, 2, 2]"
281,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
282,"(36, 9, 5, 2, 2, 2)","[36, 9, 5]","[2, 2, 2]"
283,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
284,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
285,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
286,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
287,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
288,"(36, 9, 5, 2, 2, 2)","[36, 9, 5]","[2, 2, 2]"
289,"(36, 9, 5, 2, 2, 2)","[36, 9, 5]","[2, 2, 2]"
290,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
291,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
292,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
293,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
294,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
295,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
296,"(36, 9, 5, 2, 2, 2)","[36, 9, 5]","[2, 2, 2]"
297,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
298,"(36, 9, 5, 2, 2, 2)","[36, 9, 5]","[2, 2, 2]"
299,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
300,"(36, 9, 5, 2, 2, 2)","[36, 9, 5]","[2, 2, 2]"
301,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
302,"(36, 9, 5, 2, 2, 2)","[36, 9, 5]","[2, 2, 2]"
303,"(36, 9, 5, 2, 2, 2)","[36, 9, 5]","[2, 2, 2]"
304,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
305,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
306,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
307,"(36, 9, 5, 2, 2, 2)","[36, 9, 5]","[2, 2, 2]"
308,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
309,"(36, 9, 5, 2, 2, 2)","[36, 9, 5]","[2, 2, 2]"
310,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
311,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
312,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
313,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
314,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
315,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
316,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
317,"(36, 9, 5, 2, 2, 2)","[36, 9, 5]","[2, 2, 2]"
318,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
319,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
320,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
321,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
322,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
323,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
324,"(36, 9, 5, 2, 2, 0)","[36, 9, 5]","[2, 2, 0]"
