timestep,decision,prb_decision,policy_decision
123,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
124,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
125,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
126,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
127,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
128,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
129,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
130,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
131,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
132,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
133,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
134,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
135,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
136,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
137,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
138,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
139,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
140,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
141,"(6, 9, 35, 0, 0, 0)","[6, 9, 35]","[0, 0, 0]"
142,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
143,"(18, 9, 23, 2, 0, 2)","[18, 9, 23]","[2, 0, 2]"
144,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
145,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
146,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
147,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
148,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
149,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
150,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
151,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
152,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
153,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
154,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
155,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
156,"(30, 9, 11, 1, 2, 0)","[30, 9, 11]","[1, 2, 0]"
157,"(30, 9, 11, 1, 2, 0)","[30, 9, 11]","[1, 2, 0]"
158,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
159,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
160,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
161,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
162,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
163,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
164,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
165,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
166,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
167,"(18, 9, 23, 0, 1, 0)","[18, 9, 23]","[0, 1, 0]"
168,"(6, 9, 35, 1, 1, 0)","[6, 9, 35]","[1, 1, 0]"
169,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
170,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
171,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
172,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
173,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
174,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
175,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
176,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
177,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
178,"(18, 9, 23, 2, 0, 2)","[18, 9, 23]","[2, 0, 2]"
179,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
180,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
181,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
182,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
183,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
184,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
185,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
186,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
187,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
188,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
189,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
190,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
191,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
192,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
193,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
194,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
195,"(6, 9, 35, 1, 1, 0)","[6, 9, 35]","[1, 1, 0]"
196,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
197,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
198,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
199,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
200,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
201,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
202,"(18, 9, 23, 1, 2, 0)","[18, 9, 23]","[1, 2, 0]"
203,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
204,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
205,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
206,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
207,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
208,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
209,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
210,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
211,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
212,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
213,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
214,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
215,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
216,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
217,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
218,"(6, 9, 35, 1, 1, 0)","[6, 9, 35]","[1, 1, 0]"
219,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
220,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
221,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
222,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
223,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
224,"(18, 9, 23, 0, 1, 0)","[18, 9, 23]","[0, 1, 0]"
225,"(30, 9, 11, 1, 2, 0)","[30, 9, 11]","[1, 2, 0]"
226,"(30, 9, 11, 1, 2, 0)","[30, 9, 11]","[1, 2, 0]"
227,"(30, 9, 11, 1, 2, 0)","[30, 9, 11]","[1, 2, 0]"
228,"(30, 9, 11, 1, 2, 0)","[30, 9, 11]","[1, 2, 0]"
229,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
230,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
231,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
232,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
233,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
234,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
235,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
236,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
237,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
238,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
239,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
240,"(6, 9, 35, 1, 1, 0)","[6, 9, 35]","[1, 1, 0]"
241,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
242,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
243,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
244,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
245,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
246,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
247,"(30, 9, 11, 1, 2, 0)","[30, 9, 11]","[1, 2, 0]"
248,"(30, 9, 11, 1, 2, 0)","[30, 9, 11]","[1, 2, 0]"
249,"(30, 9, 11, 1, 2, 0)","[30, 9, 11]","[1, 2, 0]"
250,"(30, 9, 11, 1, 2, 0)","[30, 9, 11]","[1, 2, 0]"
251,"(30, 9, 11, 1, 2, 0)","[30, 9, 11]","[1, 2, 0]"
252,"(30, 9, 11, 1, 2, 0)","[30, 9, 11]","[1, 2, 0]"
253,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
254,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
255,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
256,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
257,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
258,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
259,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
260,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
261,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
262,"(30, 9, 11, 1, 2, 0)","[30, 9, 11]","[1, 2, 0]"
263,"(30, 9, 11, 1, 2, 0)","[30, 9, 11]","[1, 2, 0]"
264,"(30, 9, 11, 1, 2, 0)","[30, 9, 11]","[1, 2, 0]"
265,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
266,"(6, 9, 35, 1, 1, 0)","[6, 9, 35]","[1, 1, 0]"
267,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
268,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
269,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
270,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
271,"(6, 9, 35, 1, 1, 1)","[6, 9, 35]","[1, 1, 1]"
272,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
273,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
274,"(6, 9, 35, 1, 1, 0)","[6, 9, 35]","[1, 1, 0]"
275,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
276,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
277,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
278,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
279,"(6, 9, 35, 1, 1, 1)","[6, 9, 35]","[1, 1, 1]"
280,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
281,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
282,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
283,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
284,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
285,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
286,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
287,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
288,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
289,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
290,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
291,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
292,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
293,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
294,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
295,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
296,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
297,"(6, 9, 35, 1, 1, 0)","[6, 9, 35]","[1, 1, 0]"
298,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
299,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
300,"(6, 9, 35, 1, 1, 0)","[6, 9, 35]","[1, 1, 0]"
301,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
302,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
303,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
304,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
305,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
306,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
307,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
308,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
309,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
310,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
311,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
312,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
313,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
314,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
315,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
316,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
317,"(6, 9, 35, 1, 1, 1)","[6, 9, 35]","[1, 1, 1]"
318,"(18, 9, 23, 0, 1, 0)","[18, 9, 23]","[0, 1, 0]"
319,"(30, 9, 11, 1, 2, 0)","[30, 9, 11]","[1, 2, 0]"
320,"(30, 9, 11, 1, 2, 0)","[30, 9, 11]","[1, 2, 0]"
321,"(30, 9, 11, 1, 2, 0)","[30, 9, 11]","[1, 2, 0]"
322,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
323,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
324,"(18, 15, 17, 2, 1, 1)","[18, 15, 17]","[2, 1, 1]"
